Date,Restaurant_Food,Actual_Units_Sold,Predicted_Units_Sold
2023-05-26,R3_Korma (veg/chicken),60,55.66448
2023-05-27,R3_Korma (veg/chicken),45,63.04579
2023-05-28,R3_Korma (veg/chicken),62,72.46758
2023-05-29,R3_Korma (veg/chicken),57,56.128567
2023-05-30,R3_Korma (veg/chicken),46,52.915077
2023-05-31,R3_Korma (veg/chicken),54,51.199078
2023-06-01,R3_Korma (veg/chicken),51,53.28249
2023-06-02,R3_Korma (veg/chicken),38,52.465206
2023-06-03,R3_Korma (veg/chicken),72,63.343285
2023-06-04,R3_Korma (veg/chicken),60,59.58359
2023-06-05,R3_Korma (veg/chicken),44,53.672066
2023-06-06,R3_Korma (veg/chicken),28,49.49742
2023-06-07,R3_Korma (veg/chicken),50,43.481777
2023-06-08,R3_Korma (veg/chicken),44,46.929356
2023-06-09,R3_Korma (veg/chicken),67,52.794212
2023-06-10,R3_Korma (veg/chicken),62,57.450928
2023-06-11,R3_Korma (veg/chicken),58,58.225792
2023-06-12,R3_Korma (veg/chicken),40,50.846176
2023-06-13,R3_Korma (veg/chicken),37,46.910126
2023-06-14,R3_Korma (veg/chicken),51,48.31442
2023-06-15,R3_Korma (veg/chicken),41,50.09034
2023-06-16,R3_Korma (veg/chicken),44,48.35194
2023-06-17,R3_Korma (veg/chicken),63,51.78432
2023-06-18,R3_Korma (veg/chicken),46,54.19078
2023-06-19,R3_Korma (veg/chicken),51,44.41469
2023-06-20,R3_Korma (veg/chicken),55,46.22876
2023-06-21,R3_Korma (veg/chicken),50,58.788876
2023-06-22,R3_Korma (veg/chicken),64,52.070854
2023-06-23,R3_Korma (veg/chicken),61,57.975742
2023-06-24,R3_Korma (veg/chicken),51,66.90565
2023-06-25,R3_Korma (veg/chicken),68,64.49405
2023-06-26,R3_Korma (veg/chicken),47,67.98933
2023-06-27,R3_Korma (veg/chicken),50,56.937458
2023-06-28,R3_Korma (veg/chicken),57,65.7329
2023-06-29,R3_Korma (veg/chicken),61,58.525845
2023-06-30,R3_Korma (veg/chicken),69,68.59553
2023-07-01,R3_Korma (veg/chicken),55,73.16551
2023-07-02,R3_Korma (veg/chicken),27,61.331795
2023-07-03,R3_Korma (veg/chicken),25,45.22028
2023-07-04,R3_Korma (veg/chicken),32,45.404606
2023-07-05,R3_Korma (veg/chicken),29,43.95564
2023-07-06,R3_Korma (veg/chicken),38,40.258324
2023-07-07,R3_Korma (veg/chicken),31,44.329056
2023-07-08,R3_Korma (veg/chicken),49,38.701187
2023-07-09,R3_Korma (veg/chicken),38,39.88089
2023-07-10,R3_Korma (veg/chicken),34,34.36757
2023-07-11,R3_Korma (veg/chicken),38,36.667645
2023-07-12,R3_Korma (veg/chicken),36,37.289066
2023-07-13,R3_Korma (veg/chicken),39,37.782177
2023-07-14,R3_Korma (veg/chicken),38,40.889606
2023-07-15,R3_Korma (veg/chicken),49,47.233303
2023-07-16,R3_Korma (veg/chicken),41,47.73761
2023-07-17,R3_Korma (veg/chicken),41,41.763725
2023-07-18,R3_Korma (veg/chicken),49,48.749493
2023-07-19,R3_Korma (veg/chicken),39,43.917797
2023-07-20,R3_Korma (veg/chicken),46,43.462296
2023-07-21,R3_Korma (veg/chicken),33,43.10262
2023-07-22,R3_Korma (veg/chicken),55,53.619316
2023-07-23,R3_Korma (veg/chicken),46,49.136257
2023-07-24,R3_Korma (veg/chicken),39,42.61104
2023-07-25,R3_Korma (veg/chicken),36,42.493732
2023-07-26,R3_Korma (veg/chicken),43,40.09494
2023-07-27,R3_Korma (veg/chicken),30,41.009136
2023-07-28,R3_Korma (veg/chicken),26,38.72678
2023-07-29,R3_Korma (veg/chicken),43,42.83913
2023-07-30,R3_Korma (veg/chicken),33,42.535385
2023-07-31,R3_Korma (veg/chicken),41,36.568027
2023-08-01,R3_Korma (veg/chicken),31,36.970203
2023-08-02,R3_Korma (veg/chicken),34,35.1334
2023-08-03,R3_Korma (veg/chicken),33,32.641148
2023-08-04,R3_Korma (veg/chicken),28,34.242878
2023-08-05,R3_Korma (veg/chicken),66,55.001335
2023-08-06,R3_Korma (veg/chicken),50,45.849815
2023-08-07,R3_Korma (veg/chicken),31,41.655495
2023-08-08,R3_Korma (veg/chicken),42,40.220192
2023-08-09,R3_Korma (veg/chicken),34,40.823963
2023-08-10,R3_Korma (veg/chicken),37,40.804565
2023-08-11,R3_Korma (veg/chicken),43,47.51015
2023-08-12,R3_Korma (veg/chicken),48,47.532383
2023-08-13,R3_Korma (veg/chicken),48,52.904743
2023-08-14,R3_Korma (veg/chicken),36,39.43605
2023-08-15,R3_Korma (veg/chicken),32,39.392075
2023-08-16,R3_Korma (veg/chicken),42,38.73678
2023-08-17,R3_Korma (veg/chicken),37,39.22357
2023-08-18,R3_Korma (veg/chicken),52,44.89118
2023-08-19,R3_Korma (veg/chicken),36,47.89092
2023-08-20,R3_Korma (veg/chicken),44,50.022614
2023-08-21,R3_Korma (veg/chicken),41,39.40551
2023-08-22,R3_Korma (veg/chicken),37,39.22264
2023-08-23,R3_Korma (veg/chicken),28,39.67609
2023-08-24,R3_Korma (veg/chicken),40,38.45333
2023-08-25,R3_Korma (veg/chicken),31,38.94142
2023-08-26,R3_Korma (veg/chicken),36,47.361713
2023-08-27,R3_Korma (veg/chicken),45,47.347942
2023-08-28,R3_Korma (veg/chicken),40,44.89847
2023-08-29,R3_Korma (veg/chicken),44,43.702896
2023-08-30,R3_Korma (veg/chicken),52,44.678986
2023-08-31,R3_Korma (veg/chicken),39,47.635124
2023-09-01,R3_Korma (veg/chicken),43,46.05732
2023-09-02,R3_Korma (veg/chicken),34,47.428658
2023-09-03,R3_Korma (veg/chicken),43,47.08428
2023-09-04,R3_Korma (veg/chicken),33,40.930973
2023-09-05,R3_Korma (veg/chicken),42,39.798298
2023-09-06,R3_Korma (veg/chicken),35,39.245834
2023-09-07,R3_Korma (veg/chicken),35,44.265076
2023-09-08,R3_Korma (veg/chicken),47,38.036907
2023-09-09,R3_Korma (veg/chicken),45,42.96622
2023-09-10,R3_Korma (veg/chicken),35,45.21698
2023-09-11,R3_Korma (veg/chicken),35,38.637466
2023-09-12,R3_Korma (veg/chicken),33,38.81743
2023-09-13,R3_Korma (veg/chicken),35,37.577007
2023-09-14,R3_Korma (veg/chicken),35,37.997112
2023-09-15,R3_Korma (veg/chicken),42,37.927773
2023-09-16,R3_Korma (veg/chicken),56,56.82599
2023-09-17,R3_Korma (veg/chicken),38,45.326153
2023-09-18,R3_Korma (veg/chicken),30,38.87286
2023-09-19,R3_Korma (veg/chicken),36,37.634727
2023-09-20,R3_Korma (veg/chicken),42,44.360416
2023-09-21,R3_Korma (veg/chicken),29,39.48082
2023-09-22,R3_Korma (veg/chicken),38,38.745922
2023-09-23,R3_Korma (veg/chicken),33,42.23085
2023-09-24,R3_Korma (veg/chicken),45,40.45402
2023-09-25,R3_Korma (veg/chicken),42,37.555466
2023-09-26,R3_Korma (veg/chicken),28,38.180164
2023-09-27,R3_Korma (veg/chicken),45,37.234734
2023-09-28,R3_Korma (veg/chicken),32,38.02726
2023-09-29,R3_Korma (veg/chicken),47,37.602924
2023-09-30,R3_Korma (veg/chicken),44,44.512123
2023-10-01,R3_Korma (veg/chicken),44,44.481617
2023-10-02,R3_Korma (veg/chicken),39,39.732815
2023-10-03,R3_Korma (veg/chicken),31,39.49675
2023-10-04,R3_Korma (veg/chicken),32,39.15578
2023-10-05,R3_Korma (veg/chicken),37,37.537712
2023-10-06,R3_Korma (veg/chicken),35,38.911457
2023-10-07,R3_Korma (veg/chicken),46,37.94518
2023-10-08,R3_Korma (veg/chicken),38,42.814457
2023-10-09,R3_Korma (veg/chicken),50,43.738728
2023-10-10,R3_Korma (veg/chicken),39,38.43289
2023-10-11,R3_Korma (veg/chicken),34,39.315247
2023-10-12,R3_Korma (veg/chicken),35,39.221794
2023-10-13,R3_Korma (veg/chicken),37,39.023346
2023-10-14,R3_Korma (veg/chicken),46,50.986866
2023-10-15,R3_Korma (veg/chicken),49,42.01222
2023-10-16,R3_Korma (veg/chicken),33,40.551796
2023-10-17,R3_Korma (veg/chicken),40,44.450512
2023-10-18,R3_Korma (veg/chicken),24,39.032104
2023-10-19,R3_Korma (veg/chicken),44,43.162884
2023-10-20,R3_Korma (veg/chicken),44,39.29779
2023-10-21,R3_Korma (veg/chicken),36,44.82897
2023-10-22,R3_Korma (veg/chicken),44,43.448433
2023-10-23,R3_Korma (veg/chicken),30,38.426624
2023-10-24,R3_Korma (veg/chicken),41,37.40209
2023-10-25,R3_Korma (veg/chicken),34,37.51336
2023-10-26,R3_Korma (veg/chicken),34,38.96754
2023-10-27,R3_Korma (veg/chicken),35,37.959602
2023-10-28,R3_Korma (veg/chicken),38,47.44694
2023-10-29,R3_Korma (veg/chicken),37,37.75619
2023-10-30,R3_Korma (veg/chicken),48,46.24251
2023-10-31,R3_Korma (veg/chicken),39,45.726994
2023-11-01,R3_Korma (veg/chicken),38,38.175316
2023-11-02,R3_Korma (veg/chicken),32,38.067978
2023-11-03,R3_Korma (veg/chicken),36,37.70745
2023-11-04,R3_Korma (veg/chicken),36,41.618702
2023-11-05,R3_Korma (veg/chicken),37,38.122566
2023-11-06,R3_Korma (veg/chicken),35,44.071625
2023-11-07,R3_Korma (veg/chicken),38,36.601143
2023-11-08,R3_Korma (veg/chicken),34,36.88667
2023-11-09,R3_Korma (veg/chicken),33,36.674503
2023-11-10,R3_Korma (veg/chicken),26,36.771545
2023-11-11,R3_Korma (veg/chicken),54,42.367767
2023-11-12,R3_Korma (veg/chicken),38,42.575005
2023-11-13,R3_Korma (veg/chicken),26,37.369236
2023-11-14,R3_Korma (veg/chicken),33,36.43677
2023-11-15,R3_Korma (veg/chicken),50,35.364574
2023-11-16,R3_Korma (veg/chicken),30,37.81207
2023-11-17,R3_Korma (veg/chicken),31,36.578888
2023-11-18,R3_Korma (veg/chicken),39,41.349503
2023-11-19,R3_Korma (veg/chicken),34,40.866486
2023-11-20,R3_Korma (veg/chicken),44,34.80732
2023-11-21,R3_Korma (veg/chicken),39,38.015396
2023-11-22,R3_Korma (veg/chicken),28,38.347828
2023-11-23,R3_Korma (veg/chicken),33,35.009975
2023-11-24,R3_Korma (veg/chicken),37,34.898003
2023-11-25,R3_Korma (veg/chicken),43,40.94416
2023-11-26,R3_Korma (veg/chicken),35,42.02891
2023-11-27,R3_Korma (veg/chicken),21,37.379047
2023-11-28,R3_Korma (veg/chicken),35,33.60353
2023-11-29,R3_Korma (veg/chicken),37,32.725834
2023-11-30,R3_Korma (veg/chicken),42,34.71622
2023-12-01,R3_Korma (veg/chicken),42,39.108387
2023-12-02,R3_Korma (veg/chicken),57,49.48735
2023-12-03,R3_Korma (veg/chicken),58,45.6918
2023-12-04,R3_Korma (veg/chicken),35,42.9962
2023-12-05,R3_Korma (veg/chicken),38,41.857227
2023-12-06,R3_Korma (veg/chicken),54,47.964817
2023-12-07,R3_Korma (veg/chicken),56,52.981926
2023-12-08,R3_Korma (veg/chicken),47,50.460224
2023-12-09,R3_Korma (veg/chicken),69,66.25455
2023-12-10,R3_Korma (veg/chicken),47,60.811005
2023-12-11,R3_Korma (veg/chicken),44,46.72933
2023-12-12,R3_Korma (veg/chicken),43,51.30633
2023-12-13,R3_Korma (veg/chicken),46,52.972042
2023-12-14,R3_Korma (veg/chicken),44,51.547504
2023-12-15,R3_Korma (veg/chicken),33,46.2796
2023-12-16,R3_Korma (veg/chicken),57,56.009975
2023-12-17,R3_Korma (veg/chicken),44,52.927193
2023-12-18,R3_Korma (veg/chicken),46,45.171593
2023-12-19,R3_Korma (veg/chicken),47,45.36518
2023-12-20,R3_Korma (veg/chicken),42,43.43227
2023-12-21,R3_Korma (veg/chicken),49,49.204136
2023-12-22,R3_Korma (veg/chicken),55,46.300392
2023-12-23,R3_Korma (veg/chicken),54,54.58941
2023-12-24,R3_Korma (veg/chicken),48,60.256916
2023-12-25,R3_Korma (veg/chicken),55,51.668156
2023-12-26,R3_Korma (veg/chicken),65,74.264046
2023-12-27,R3_Korma (veg/chicken),56,53.92701
2023-12-28,R3_Korma (veg/chicken),54,64.39921
2023-12-29,R3_Korma (veg/chicken),42,55.526775
2023-12-30,R3_Korma (veg/chicken),50,59.45908
2023-12-31,R3_Korma (veg/chicken),64,60.673664
2023-01-01,R3_Lamb Shawarma Platter,14,23.312632
2023-01-02,R3_Lamb Shawarma Platter,18,12.491733
2023-01-03,R3_Lamb Shawarma Platter,24,22.02196
2023-01-04,R3_Lamb Shawarma Platter,29,27.066545
2023-01-05,R3_Lamb Shawarma Platter,30,24.678995
2023-01-06,R3_Lamb Shawarma Platter,18,24.04715
2023-01-07,R3_Lamb Shawarma Platter,28,24.615416
2023-01-08,R3_Lamb Shawarma Platter,30,26.07671
2023-01-09,R3_Lamb Shawarma Platter,21,25.56057
2023-01-10,R3_Lamb Shawarma Platter,24,24.003162
2023-01-11,R3_Lamb Shawarma Platter,21,24.611572
2023-01-12,R3_Lamb Shawarma Platter,20,23.563457
2023-01-13,R3_Lamb Shawarma Platter,23,24.019094
2023-01-14,R3_Lamb Shawarma Platter,27,25.27026
2023-01-15,R3_Lamb Shawarma Platter,22,30.076885
2023-01-16,R3_Lamb Shawarma Platter,31,32.15179
2023-01-17,R3_Lamb Shawarma Platter,23,23.920713
2023-01-18,R3_Lamb Shawarma Platter,23,22.653755
2023-01-19,R3_Lamb Shawarma Platter,25,22.690449
2023-01-20,R3_Lamb Shawarma Platter,20,24.17071
2023-01-21,R3_Lamb Shawarma Platter,28,26.789162
2023-01-22,R3_Lamb Shawarma Platter,21,26.977316
2023-01-23,R3_Lamb Shawarma Platter,21,22.5437
2023-01-24,R3_Lamb Shawarma Platter,20,21.392626
2023-01-25,R3_Lamb Shawarma Platter,18,21.97
2023-01-26,R3_Lamb Shawarma Platter,19,19.991364
2023-01-27,R3_Lamb Shawarma Platter,20,20.76247
2023-01-28,R3_Lamb Shawarma Platter,35,24.776281
2023-01-29,R3_Lamb Shawarma Platter,29,25.351181
2023-01-30,R3_Lamb Shawarma Platter,23,22.218107
2023-01-31,R3_Lamb Shawarma Platter,21,22.617893
2023-02-01,R3_Lamb Shawarma Platter,24,25.935715
2023-02-02,R3_Lamb Shawarma Platter,13,22.495754
2023-02-03,R3_Lamb Shawarma Platter,33,24.165174
2023-02-04,R3_Lamb Shawarma Platter,38,29.970158
2023-02-05,R3_Lamb Shawarma Platter,25,30.347095
2023-02-06,R3_Lamb Shawarma Platter,25,27.859669
2023-02-07,R3_Lamb Shawarma Platter,25,25.576353
2023-02-08,R3_Lamb Shawarma Platter,31,25.170752
2023-02-09,R3_Lamb Shawarma Platter,32,29.101397
2023-02-10,R3_Lamb Shawarma Platter,17,27.959095
2023-02-11,R3_Lamb Shawarma Platter,23,31.967716
2023-02-12,R3_Lamb Shawarma Platter,36,28.833405
2023-02-13,R3_Lamb Shawarma Platter,26,24.734037
2023-02-14,R3_Lamb Shawarma Platter,29,27.043034
2023-02-15,R3_Lamb Shawarma Platter,25,25.27609
2023-02-16,R3_Lamb Shawarma Platter,24,24.435856
2023-02-17,R3_Lamb Shawarma Platter,20,28.694153
2023-02-18,R3_Lamb Shawarma Platter,26,28.333218
2023-02-19,R3_Lamb Shawarma Platter,28,28.23002
2023-02-20,R3_Lamb Shawarma Platter,16,24.240509
2023-02-21,R3_Lamb Shawarma Platter,20,22.589485
2023-02-22,R3_Lamb Shawarma Platter,18,25.19137
2023-02-23,R3_Lamb Shawarma Platter,32,23.284046
2023-02-24,R3_Lamb Shawarma Platter,38,23.974827
2023-02-25,R3_Lamb Shawarma Platter,36,29.640379
2023-02-26,R3_Lamb Shawarma Platter,27,29.123472
2023-02-27,R3_Lamb Shawarma Platter,31,31.103088
2023-02-28,R3_Lamb Shawarma Platter,14,26.807001
2023-03-01,R3_Lamb Shawarma Platter,22,23.030334
2023-03-02,R3_Lamb Shawarma Platter,17,23.238161
2023-03-03,R3_Lamb Shawarma Platter,13,21.874876
2023-03-04,R3_Lamb Shawarma Platter,13,24.611847
2023-03-05,R3_Lamb Shawarma Platter,19,23.463362
2023-03-06,R3_Lamb Shawarma Platter,26,18.556318
2023-03-07,R3_Lamb Shawarma Platter,26,18.938622
2023-03-08,R3_Lamb Shawarma Platter,18,19.038969
2023-03-09,R3_Lamb Shawarma Platter,13,15.373497
2023-03-10,R3_Lamb Shawarma Platter,19,16.014706
2023-03-11,R3_Lamb Shawarma Platter,18,20.104998
2023-03-12,R3_Lamb Shawarma Platter,25,20.449697
2023-03-13,R3_Lamb Shawarma Platter,23,19.587067
2023-03-14,R3_Lamb Shawarma Platter,7,17.65559
2023-03-15,R3_Lamb Shawarma Platter,12,15.938373
2023-03-16,R3_Lamb Shawarma Platter,23,17.487005
2023-03-17,R3_Lamb Shawarma Platter,23,16.650524
2023-03-18,R3_Lamb Shawarma Platter,27,19.250553
2023-03-19,R3_Lamb Shawarma Platter,21,20.591959
2023-03-20,R3_Lamb Shawarma Platter,19,16.630363
2023-03-21,R3_Lamb Shawarma Platter,20,18.427034
2023-03-22,R3_Lamb Shawarma Platter,15,23.154396
2023-03-23,R3_Lamb Shawarma Platter,27,20.164803
2023-03-24,R3_Lamb Shawarma Platter,10,20.83436
2023-03-25,R3_Lamb Shawarma Platter,17,23.529842
2023-03-26,R3_Lamb Shawarma Platter,28,21.013308
2023-03-27,R3_Lamb Shawarma Platter,17,19.348337
2023-03-28,R3_Lamb Shawarma Platter,22,18.517954
2023-03-29,R3_Lamb Shawarma Platter,17,19.406464
2023-03-30,R3_Lamb Shawarma Platter,16,16.808867
2023-03-31,R3_Lamb Shawarma Platter,15,16.328995
2023-04-01,R3_Lamb Shawarma Platter,27,19.74903
2023-04-02,R3_Lamb Shawarma Platter,30,21.888515
2023-04-03,R3_Lamb Shawarma Platter,18,20.209698
2023-04-04,R3_Lamb Shawarma Platter,19,17.34447
2023-04-05,R3_Lamb Shawarma Platter,15,17.214153
2023-04-06,R3_Lamb Shawarma Platter,26,17.280851
2023-04-07,R3_Lamb Shawarma Platter,30,19.8831
2023-04-08,R3_Lamb Shawarma Platter,31,24.11977
2023-04-09,R3_Lamb Shawarma Platter,35,24.550531
2023-04-10,R3_Lamb Shawarma Platter,20,22.556686
2023-04-11,R3_Lamb Shawarma Platter,22,21.78417
2023-04-12,R3_Lamb Shawarma Platter,21,33.0451
2023-04-13,R3_Lamb Shawarma Platter,25,22.07722
2023-04-14,R3_Lamb Shawarma Platter,20,22.638899
2023-04-15,R3_Lamb Shawarma Platter,22,29.29699
2023-04-16,R3_Lamb Shawarma Platter,21,28.338753
2023-04-17,R3_Lamb Shawarma Platter,26,19.613363
2023-04-18,R3_Lamb Shawarma Platter,20,19.747791
2023-04-19,R3_Lamb Shawarma Platter,19,19.783964
2023-04-20,R3_Lamb Shawarma Platter,15,18.925007
2023-04-21,R3_Lamb Shawarma Platter,25,21.371523
2023-04-22,R3_Lamb Shawarma Platter,26,25.596092
2023-04-23,R3_Lamb Shawarma Platter,21,25.601448
2023-04-24,R3_Lamb Shawarma Platter,24,19.833885
2023-04-25,R3_Lamb Shawarma Platter,21,22.47996
2023-04-26,R3_Lamb Shawarma Platter,31,20.583136
2023-04-27,R3_Lamb Shawarma Platter,23,22.459692
2023-04-28,R3_Lamb Shawarma Platter,18,21.082233
2023-04-29,R3_Lamb Shawarma Platter,20,24.102325
2023-04-30,R3_Lamb Shawarma Platter,26,32.39085
2023-05-01,R3_Lamb Shawarma Platter,14,19.183979
2023-05-02,R3_Lamb Shawarma Platter,9,18.42483
2023-05-03,R3_Lamb Shawarma Platter,18,17.90003
2023-05-04,R3_Lamb Shawarma Platter,9,16.711893
2023-05-05,R3_Lamb Shawarma Platter,31,15.635995
2023-05-06,R3_Lamb Shawarma Platter,32,22.515656
2023-05-07,R3_Lamb Shawarma Platter,27,21.099087
2023-05-08,R3_Lamb Shawarma Platter,15,16.644096
2023-05-09,R3_Lamb Shawarma Platter,22,16.950394
2023-05-10,R3_Lamb Shawarma Platter,8,18.820017
2023-05-11,R3_Lamb Shawarma Platter,19,17.546738
2023-05-12,R3_Lamb Shawarma Platter,8,19.052204
2023-05-13,R3_Lamb Shawarma Platter,24,22.171532
2023-05-14,R3_Lamb Shawarma Platter,30,17.968552
2023-05-15,R3_Lamb Shawarma Platter,27,17.627714
2023-05-16,R3_Lamb Shawarma Platter,10,16.282084
2023-05-17,R3_Lamb Shawarma Platter,21,19.440098
2023-05-18,R3_Lamb Shawarma Platter,26,18.843266
2023-05-19,R3_Lamb Shawarma Platter,20,17.962135
2023-05-20,R3_Lamb Shawarma Platter,11,24.513994
2023-05-21,R3_Lamb Shawarma Platter,18,21.650467
2023-05-22,R3_Lamb Shawarma Platter,16,18.72967
2023-05-23,R3_Lamb Shawarma Platter,46,27.090874
2023-05-24,R3_Lamb Shawarma Platter,25,24.168379
2023-05-25,R3_Lamb Shawarma Platter,19,20.640173
2023-05-26,R3_Lamb Shawarma Platter,21,19.423052
2023-05-27,R3_Lamb Shawarma Platter,23,25.504555
2023-05-28,R3_Lamb Shawarma Platter,38,28.804146
2023-05-29,R3_Lamb Shawarma Platter,27,27.946037
2023-05-30,R3_Lamb Shawarma Platter,16,23.494934
2023-05-31,R3_Lamb Shawarma Platter,25,20.752188
2023-06-01,R3_Lamb Shawarma Platter,12,20.205334
2023-06-02,R3_Lamb Shawarma Platter,11,19.90875
2023-06-03,R3_Lamb Shawarma Platter,25,23.279276
2023-06-04,R3_Lamb Shawarma Platter,19,22.971653
2023-06-05,R3_Lamb Shawarma Platter,21,20.37923
2023-06-06,R3_Lamb Shawarma Platter,22,16.474283
2023-06-07,R3_Lamb Shawarma Platter,30,17.330015
2023-06-08,R3_Lamb Shawarma Platter,17,18.87513
2023-06-09,R3_Lamb Shawarma Platter,20,17.584484
2023-06-10,R3_Lamb Shawarma Platter,15,23.611296
2023-06-11,R3_Lamb Shawarma Platter,18,21.179651
2023-06-12,R3_Lamb Shawarma Platter,13,17.160257
2023-06-13,R3_Lamb Shawarma Platter,13,16.398241
2023-06-14,R3_Lamb Shawarma Platter,26,16.695759
2023-06-15,R3_Lamb Shawarma Platter,13,17.25208
2023-06-16,R3_Lamb Shawarma Platter,21,18.012716
2023-06-17,R3_Lamb Shawarma Platter,22,20.383858
2023-06-18,R3_Lamb Shawarma Platter,25,19.39989
2023-06-19,R3_Lamb Shawarma Platter,12,16.263107
2023-06-20,R3_Lamb Shawarma Platter,14,15.935559
2023-06-21,R3_Lamb Shawarma Platter,26,17.255053
2023-06-22,R3_Lamb Shawarma Platter,7,18.690691
2023-06-23,R3_Lamb Shawarma Platter,23,19.245249
2023-06-24,R3_Lamb Shawarma Platter,27,22.623413
2023-06-25,R3_Lamb Shawarma Platter,37,21.809221
2023-06-26,R3_Lamb Shawarma Platter,24,21.060228
2023-06-27,R3_Lamb Shawarma Platter,22,20.80267
2023-06-28,R3_Lamb Shawarma Platter,9,23.289793
2023-06-29,R3_Lamb Shawarma Platter,19,22.999668
2023-06-30,R3_Lamb Shawarma Platter,11,22.006578
2023-07-01,R3_Lamb Shawarma Platter,21,22.73969
2023-07-02,R3_Lamb Shawarma Platter,6,22.571878
2023-07-03,R3_Lamb Shawarma Platter,20,15.731804
2023-07-04,R3_Lamb Shawarma Platter,21,17.177265
2023-07-05,R3_Lamb Shawarma Platter,31,15.650817
2023-07-06,R3_Lamb Shawarma Platter,19,16.91025
2023-07-07,R3_Lamb Shawarma Platter,17,18.282598
2023-07-08,R3_Lamb Shawarma Platter,27,24.431938
2023-07-09,R3_Lamb Shawarma Platter,17,22.528685
2023-07-10,R3_Lamb Shawarma Platter,17,18.860344
2023-07-11,R3_Lamb Shawarma Platter,21,18.590061
2023-07-12,R3_Lamb Shawarma Platter,16,19.633465
2023-07-13,R3_Lamb Shawarma Platter,11,17.642101
2023-07-14,R3_Lamb Shawarma Platter,21,19.362808
2023-07-15,R3_Lamb Shawarma Platter,23,21.565945
2023-07-16,R3_Lamb Shawarma Platter,24,22.074066
2023-07-17,R3_Lamb Shawarma Platter,28,20.172464
2023-07-18,R3_Lamb Shawarma Platter,24,20.297655
2023-07-19,R3_Lamb Shawarma Platter,9,21.665457
2023-07-20,R3_Lamb Shawarma Platter,18,20.540586
2023-07-21,R3_Lamb Shawarma Platter,40,21.060919
2023-07-22,R3_Lamb Shawarma Platter,28,30.527475
2023-07-23,R3_Lamb Shawarma Platter,18,25.240543
2023-07-24,R3_Lamb Shawarma Platter,21,20.572432
2023-07-25,R3_Lamb Shawarma Platter,18,20.633825
2023-07-26,R3_Lamb Shawarma Platter,21,19.362942
2023-07-27,R3_Lamb Shawarma Platter,25,21.359581
2023-07-28,R3_Lamb Shawarma Platter,10,22.457798
2023-07-29,R3_Lamb Shawarma Platter,23,22.246643
2023-07-30,R3_Lamb Shawarma Platter,11,20.737566
2023-07-31,R3_Lamb Shawarma Platter,21,19.415533
2023-08-01,R3_Lamb Shawarma Platter,22,20.001316
2023-08-02,R3_Lamb Shawarma Platter,27,18.388845
2023-08-03,R3_Lamb Shawarma Platter,33,26.87577
2023-08-04,R3_Lamb Shawarma Platter,12,21.045456
2023-08-05,R3_Lamb Shawarma Platter,35,30.327784
2023-08-06,R3_Lamb Shawarma Platter,19,27.408138
2023-08-07,R3_Lamb Shawarma Platter,27,22.070158
2023-08-08,R3_Lamb Shawarma Platter,20,28.420124
2023-08-09,R3_Lamb Shawarma Platter,30,23.588696
2023-08-10,R3_Lamb Shawarma Platter,25,25.517391
2023-08-11,R3_Lamb Shawarma Platter,22,23.180017
2023-08-12,R3_Lamb Shawarma Platter,17,27.364155
2023-08-13,R3_Lamb Shawarma Platter,24,24.348793
2023-08-14,R3_Lamb Shawarma Platter,28,24.059366
2023-08-15,R3_Lamb Shawarma Platter,23,22.187094
2023-08-16,R3_Lamb Shawarma Platter,19,21.869736
2023-08-17,R3_Lamb Shawarma Platter,22,20.46797
2023-08-18,R3_Lamb Shawarma Platter,19,22.87003
2023-08-19,R3_Lamb Shawarma Platter,17,23.779877
2023-08-20,R3_Lamb Shawarma Platter,20,22.19226
2023-08-21,R3_Lamb Shawarma Platter,29,19.481342
2023-08-22,R3_Lamb Shawarma Platter,20,20.001125
